58,60,62,58,60,55,58,60,62,58,60,55,58,60,62,79
58,60,55,58,60,62,58,60,55,58,60,62,58,60,55,0
58,60,62,58,60,55,58,60,62,58,60,55,58,60,62,79
58,60,55,58,60,62,58,60,55,58,60,62,58,60,55,0
70,72,74,70,72,67,70,72,74,70,72,67,70,72,74,72
70,72,67,70,72,74,70,72,67,70,72,74,70,72,67,67
70,72,74,70,72,67,70,72,74,70,72,67,70,72,74,72
70,72,67,70,72,74,70,72,67,70,72,74,70,72,67,67
